city,title,brand,brand_series,version,year,distance,disaplacement,tl_number,price,guiding_price,service,is_strict
bj,奔驰C级 2015款 C 200 L 运动型,奔驰C级,,,2014,4.0,,,25.00,40.10,,非严选
bj,起亚 智跑 2012款 2.0L 自动两驱版GLS,起亚,智跑,自动两驱版GLS,2013,5.5,2.0L,2.0,8.00,20.90,到店服务,非严选
bj,雪佛兰 2015款 赛欧3 1.3L 手动理想版,雪佛兰,,手动理想版,2015,1.2,1.3L,1.3,3.80,6.80,到店服务,非严选
bj,现代 朗动 2015款 1.6L 自动尊贵型,现代,朗动,自动尊贵型,2016,2.5,1.6L,1.6,7.98,14.60,到店服务,非严选
bj,现代 朗动 2012款 1.6L 自动尊贵型,现代,朗动,自动尊贵型,2013,9.4,1.6L,1.6,6.50,14.40,到店服务,非严选
bj,日产 轩逸 2012款 经典 1.6XE 手动舒适版,日产,轩逸,,2015,8.2,,,5.40,10.80,到店服务,非严选
bj,哈弗H2 2016款 红标 1.5T 自动两驱尊贵型,哈弗H2,,自动两驱尊贵型,2016,5.9,1.5T,1.5,6.90,14.00,到店服务,非严选
bj,雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,雪佛兰,科鲁兹,SL天地版 AT,2011,1.5,1.6L,1.6,5.00,13.90,到店服务,非严选
bj,大众POLO 2012款 1.6L Cross POLO AT,大众POLO,,Cross POLO AT,2012,6.5,1.6L,1.6,5.30,13.70,到店服务,非严选
bj,现代 途胜 2015款 1.6T 双离合两驱智能型,现代,途胜,双离合两驱智能型,2016,5.8,1.6T,1.6,11.60,19.50,到店服务,非严选
bj,长安 逸动 2015款 1.6L 手动豪华型 国IV,长安,逸动,手动豪华型 国IV,2015,4.2,1.6L,1.6,4.00,8.70,到店服务,非严选
bj,东风风行 景逸X3 2016款 1.5L 舒适型,东风风行,景逸X3,舒适型,2016,3.3,1.5L,1.5,4.50,7.30,到店服务,非严选
bj,大众POLO 2016款 1.4L 自动风尚型,大众POLO,,自动风尚型,2017,1.3,1.4L,1.4,6.50,9.50,到店服务,非严选
bj,日产 骊威 2015款 1.6XE 手动舒适版,日产,骊威,,2015,6.3,,,4.70,9.30,到店服务,非严选
bj,别克 君威 2014款 1.6T 时尚技术型,别克,君威,时尚技术型,2014,5.9,1.6T,1.6,10.00,21.70,到店服务,非严选
bj,现代ix25 2015款 1.6L 自动两驱尊贵型DLX,现代ix25,,自动两驱尊贵型DLX,2015,8.4,1.6L,1.6,8.00,17.00,到店服务,非严选
bj,哈弗H6 2014款 运动版 1.5T 手动两驱精英型,哈弗H6,,手动两驱精英型,2015,6.7,1.5T,1.5,6.87,14.00,到店服务,非严选
bj,雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,雪佛兰,科鲁兹,SL天地版 AT,2013,5.4,1.6L,1.6,5.30,13.90,到店服务,非严选
bj,别克 昂科拉 2013款 1.4T 自动两驱领先型,别克,昂科拉,自动两驱领先型,2013,5.3,1.4T,1.4,5.82,6.1,店内直卖,严选车
bj,林肯MKX 2015款 2.0T 四驱尊雅版,林肯MKX,,四驱尊雅版,2017,2.5,2.0T,2.0,28.00,54.30,到店服务,非严选
bj,奥迪A8L 2011款 A8L 3.0 TFSI quattro舒适型(213kW)(进口),奥迪A8L,,,2012,10.3,,,30.00,100.70,,非严选
bj,MINI Countryman 2011款 1.6L ONE,MINI,Countryman,ONE,2012,3.6,1.6L,1.6,11.53,12.46,到店服务,严选车
bj,宝马5系新能源 2015款 530Le,宝马5系新能源,,,2016,15.1,,,31.99,75.80,,非严选
bj,宝马3系 2013款 改款 328Li 豪华设计套装,宝马3系,,,2013,7.2,,,18.99,49.20,,非严选
bj,大众 朗逸 2011款 1.6L 手动品悠版,大众,朗逸,手动品悠版,2013,5.5,1.6L,1.6,4.54,12.20,到店服务,非严选
bj,大众 宝来 2013款 1.6L 手动舒适型,大众,宝来,手动舒适型,2013,9.2,1.6L,1.6,4.69,12.60,到店服务,非严选
bj,别克 君威 2014款 2.0L 领先时尚型,别克,君威,领先时尚型,2014,8.3,2.0L,2.0,8.00,19.40,到店服务,非严选
bj,凯迪拉克SRX 2012款 3.0L 精英型(进口),凯迪拉克SRX,,精英型(进口),2012,6.2,3.0L,3.0,15.00,51.00,,非严选
bj,宝马3系 2012款 318i领先型(进口),宝马3系,,,2012,8.9,,,11.00,32.50,到店服务,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,福特,蒙迪欧,GTDi200时尚型,2015,1.6,2.0L,2.0,13.60,22.00,到店服务,非严选
bj,吉利GX7 2013款 1.8L 手动进取型,吉利GX7,,手动进取型,2014,2.0,1.8L,1.8,3.80,10.10,到店服务,非严选
bj,别克GL8 2014款 3.0L GT豪华商务豪雅版,别克GL8,,GT豪华商务豪雅版,2015,5.8,3.0L,3.0,22.00,40.20,,非严选
bj,福特 福克斯 2011款 两厢 1.8L 手动经典型,福特,福克斯,手动经典型,2012,8.6,1.8L,1.8,3.64,11.40,到店服务,非严选
bj,别克GL8 2015款 2.4L 豪华商务尊享版,别克GL8,,豪华商务尊享版,2016,10.7,2.4L,2.4,18.09,33.60,到店服务,非严选
bj,日产 骊威 2010款 劲悦版 1.6L 自动全能型,日产,骊威,自动全能型,2011,7.6,1.6L,1.6,3.86,10.40,到店服务,非严选
bj,大众POLO 2011款 1.4L 手动致乐版,大众POLO,,手动致乐版,2011,5.8,1.4L,1.4,3.30,9.30,到店服务,非严选
bj,奔驰C级 2011款 C 200 CGI 时尚型,奔驰C级,,,2012,7.8,,,12.80,42.10,,非严选
bj,北汽幻速S6 2016款 1.5T 手动风尚型,北汽幻速S6,,手动风尚型,2015,2.0,1.5T,1.5,5.10,9.60,到店服务,非严选
bj,起亚K3 2013款 1.6L 自动GLS,起亚K3,,自动GLS,2015,5.7,1.6L,1.6,7.20,13.50,到店服务,非严选
bj,大众 捷达 2017款 1.5L 自动舒适型,大众,捷达,自动舒适型,2018,0.7,1.5L,1.5,7.28,11.70,,非严选
bj,标致3008 2013款 1.6THP 自动潮流版,标致3008,,HP 自动潮流版,2013,6.3,1.6T,1.6,8.00,21.90,到店服务,非严选
bj,哈弗H2 2014款 1.5T 手动两驱精英版,哈弗H2,,手动两驱精英版,2015,5.3,1.5T,1.5,5.80,11.30,到店服务,非严选
bj,斯柯达 明锐 2012款 2.0L 自动逸杰版,斯柯达,明锐,自动逸杰版,2011,8.1,2.0L,2.0,5.00,15.60,到店服务,非严选
bj,吉利 帝豪 2014款 两厢 1.5L 手动精英型,吉利,帝豪,手动精英型,2015,2.5,1.5L,1.5,4.00,8.30,到店服务,非严选
bj,纳智捷 大7 MPV 2016款 2.0T 豪华型,纳智捷,大7,豪华型,2016,3.0,2.0T,2.0,11.20,19.50,到店服务,非严选
bj,比亚迪 宋 2016款 1.5TI 手动尊贵型,比亚迪,宋,I 手动尊贵型,2016,3.8,1.5T,1.5,5.80,12.70,到店服务,非严选
bj,Jeep 指南者 2014款 2.4L 四驱运动版(进口),Jeep,指南者,四驱运动版(进口),2013,4.7,2.4L,2.4,12.00,26.70,到店服务,非严选
bj,现代ix25 2015款 1.6L 自动两驱智能型GLS,现代ix25,,自动两驱智能型GLS,2015,4.9,1.6L,1.6,8.50,15.50,到店服务,非严选
bj,雪佛兰 迈锐宝 2013款 2.4L 自动豪华版,雪佛兰,迈锐宝,自动豪华版,2013,7.0,2.4L,2.4,8.60,21.70,,非严选
bj,现代 索纳塔八 2013款 2.0L 自动时尚版,现代,索纳塔八,自动时尚版,2013,7.6,2.0L,2.0,7.50,18.10,到店服务,非严选
bj,沃尔沃XC60 2012款 T5 智尊版(进口),沃尔沃XC60,,,2012,10.2,,,15.10,55.10,,非严选
bj,大众 朗行 2013款 1.6L 自动舒适型,大众,朗行,自动舒适型,2015,3.6,1.6L,1.6,8.00,15.30,到店服务,非严选
bj,现代 悦动 2010款 1.6L MT GLS,现代,悦动,MT GLS,2010,6.6,1.6L,1.6,3.44,11.90,,非严选
bj,大众POLO 2013款 1.4L 手动舒适版,大众POLO,,手动舒适版,2014,7.5,1.4L,1.4,4.40,10.30,到店服务,非严选
bj,雪佛兰 2015款 赛欧3 1.3L AMT理想版,雪佛兰,,AMT理想版,2016,4.8,1.3L,1.3,4.50,7.50,到店服务,非严选
bj,大众 捷达 2013款 1.6L 手动舒适型,大众,捷达,手动舒适型,2014,5.1,1.6L,1.6,5.00,10.70,到店服务,非严选
bj,现代 索纳塔八 2011款 2.0L 自动领先版,现代,索纳塔八,自动领先版,2013,9.8,2.0L,2.0,8.00,19.50,到店服务,非严选
bj,标致3008 2013款 1.6THP 自动至尚版,标致3008,,HP 自动至尚版,2013,12.5,1.6T,1.6,8.00,23.30,,非严选
bj,英菲尼迪Q70L 2015款 Q70L 2.5L 精英版(进口),英菲尼迪Q70L,,精英版(进口),2016,5.2,2.5L,2.5,24.68,43.40,店内直卖,严选车
bj,北汽 BJ212 2016款 2.0L 方门 四驱豪华型 国IV,北汽,BJ212,方门 四驱豪华型 国IV,2016,0.5,2.0L,2.0,3.93,4.11,店内直卖,严选车
bj,现代 名图 2016款 1.6T 自动旗舰型TOP,现代,名图,自动旗舰型TOP,2016,3.3,1.6T,1.6,10.64,18.40,店内直卖,严选车
bj,别克 君越 2013款 2.4L SIDI精英舒适型,别克,君越,SIDI精英舒适型,2015,8.4,2.4L,2.4,11.00,27.80,到店服务,非严选
bj,英菲尼迪QX50 2015款 2.5L 豪华版,英菲尼迪QX50,,豪华版,2017,2.9,2.5L,2.5,23.00,44.50,到店服务,非严选
bj,丰田 凯美瑞 2015款 2.0G 领先版,丰田,凯美瑞,,2015,6.2,,,13.50,20.90,到店服务,非严选
bj,本田CR-V 2016款 2.0L 两驱都市版,本田CR-V,,两驱都市版,2017,2.1,2.0L,2.0,16.00,20.60,到店服务,非严选
bj,斯柯达 速派 2016款 TSI330 DSG智行版,斯柯达,速派,,2016,7.3,,,14.00,23.90,到店服务,非严选
bj,奥迪A3 2012款 Sportback 1.4T 豪华型(进口),奥迪A3,,豪华型(进口),2011,8.8,1.4T,1.4,9.00,31.40,,非严选
bj,丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,丰田,汉兰达,四驱豪华版 7座,2017,5.7,2.0T,2.0,27.00,32.00,到店服务,非严选
bj,雪铁龙 爱丽舍 2012款 三厢 1.6L 手动科技型,雪铁龙,爱丽舍,手动科技型,2013,3.4,1.6L,1.6,2.50,8.00,到店服务,非严选
bj,奥迪A6L 2012款 30 FSI 技术型,奥迪A6L,,,2013,8.8,,,22.00,47.00,到店服务,非严选
bj,宝马3系 2013款 320i时尚型(进口),宝马3系,,,2013,7.0,,,16.00,36.80,,非严选
bj,现代 名图 2014款 1.8L 自动智能型GLS,现代,名图,自动智能型GLS,2015,10.8,1.8L,1.8,8.00,16.30,到店服务,非严选
bj,大众CC 2015款 1.8TSI 豪华型,大众CC,,SI 豪华型,2016,4.4,1.8T,1.8,17.00,29.20,到店服务,非严选
bj,雪佛兰 迈锐宝 2012款 2.0L 自动舒适版,雪佛兰,迈锐宝,自动舒适版,2013,8.2,2.0L,2.0,7.00,18.40,到店服务,非严选
bj,标致308 2014款 乐享版 经典 1.6L 手动优尚型,标致308,,手动优尚型,2015,5.2,1.6L,1.6,4.50,11.50,到店服务,非严选
bj,长城C50 2013款 1.5T 手动时尚型,长城C50,,手动时尚型,2013,13.5,1.5T,1.5,2.80,8.70,到店服务,非严选
bj,别克 君威 2015款 1.6T 领先技术型,别克,君威,领先技术型,2016,5.8,1.6T,1.6,10.50,20.60,到店服务,非严选
bj,现代 全新胜达 2013款 2.4L 自动两驱智能型,现代,全新胜达,自动两驱智能型,2013,5.7,2.4L,2.4,11.50,27.10,到店服务,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi240旗舰型,福特,蒙迪欧,GTDi240旗舰型,2014,4.7,2.0L,2.0,14.00,28.90,,非严选
bj,福特 福克斯 2012款 两厢经典 1.8L 手动时尚型,福特,福克斯,手动时尚型,2013,8.0,1.8L,1.8,4.00,12.20,到店服务,非严选
bj,比亚迪F3 2015款 节能版 1.5L 手动豪华型,比亚迪F3,,手动豪华型,2014,2.1,1.5L,1.5,3.10,6.10,到店服务,非严选
bj,众泰T600 2014款 1.5T 手动精英型,众泰T600,,手动精英型,2015,2.7,1.5T,1.5,4.50,8.70,到店服务,非严选
bj,哈弗H6 2011款 2.0L 手动两驱精英型,哈弗H6,,手动两驱精英型,2012,12.2,2.0L,2.0,4.00,11.50,到店服务,非严选
bj,马自达6 2013款 2.0L 自动时尚型,马自达6,,自动时尚型,2013,11.9,2.0L,2.0,6.25,16.00,,非严选
bj,丰田 雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,丰田,雷凌,,2017,9.1,,,11.00,15.20,,非严选
bj,大众POLO 2013款 1.4L 自动舒适版,大众POLO,,自动舒适版,2014,2.6,1.4L,1.4,5.00,11.60,到店服务,非严选
bj,哈弗H6 2011款 2.0L 手动两驱精英型,哈弗H6,,手动两驱精英型,2012,4.0,2.0L,2.0,4.60,11.50,到店服务,非严选
bj,现代ix25 2015款 1.6L 自动两驱智能型GLS,现代ix25,,自动两驱智能型GLS,2016,5.7,1.6L,1.6,7.75,15.50,到店服务,非严选
bj,本田XR-V 2015款 1.5L LXi CVT经典版,本田XR-V,,LXi CVT经典版,2017,3.0,1.5L,1.5,10.50,15.00,到店服务,非严选
bj,荣威360 2015款 1.5L 手动豪华版,荣威360,,手动豪华版,2016,4.4,1.5L,1.5,4.50,9.00,到店服务,非严选
bj,传祺GA3 2013款 1.6L 自动尊贵ESP版,传祺GA3,,自动尊贵ESP版,2014,6.6,1.6L,1.6,4.50,11.30,到店服务,非严选
bj,荣威350 2013款 350S 1.5L 手动迅驰版,荣威350,,手动迅驰版,2013,5.8,1.5L,1.5,3.30,9.70,到店服务,非严选
bj,本田 雅阁 2010款 2.4L 百万纪念版,本田,雅阁,百万纪念版,2010,11.1,2.4L,2.4,8.80,24.90,到店服务,非严选
bj,别克 凯越 2013款 1.5L 自动经典型,别克,凯越,自动经典型,2013,8.7,1.5L,1.5,4.10,11.10,到店服务,非严选
bj,别克 昂科拉 2013款 1.4T 自动两驱精英型,别克,昂科拉,自动两驱精英型,2014,7.2,1.4T,1.4,7.00,17.40,到店服务,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi200豪华型,福特,蒙迪欧,GTDi200豪华型,2015,7.1,2.0L,2.0,14.00,24.20,到店服务,非严选
bj,别克 英朗 2013款 GT 1.6L 手动进取版,别克,英朗,手动进取版,2013,2.8,1.6L,1.6,5.68,14.90,到店服务,非严选
bj,别克 昂科拉 2015款 1.4T 手动两驱都市进取型,别克,昂科拉,手动两驱都市进取型,2014,5.7,1.4T,1.4,6.50,15.20,到店服务,非严选
bj,长安CS75 2014款 2.0L 手动豪华型 国IV,长安CS75,,手动豪华型 国IV,2015,6.4,2.0L,2.0,5.37,5.71,店内直卖,严选车
bj,长城M4 2014款 1.5L 手动豪华型,长城M4,,手动豪华型,2014,4.0,1.5L,1.5,3.50,7.50,到店服务,非严选
bj,大众 速腾 2015款 1.6L 自动舒适型,大众,速腾,自动舒适型,2016,6.4,1.6L,1.6,9.10,16.40,到店服务,非严选
bj,奔驰C级 2016款 C 180 L 运动型,奔驰C级,,,2016,3.8,,,22.57,24.15,到店服务,严选车
bj,奥迪A5 2014款 Sportback 45 TFSI(进口),奥迪A5,,,2014,5.0,,,24.00,54.30,到店服务,非严选
bj,宝马Z4 2009款 sDrive35i锋尚型(进口),宝马Z4,,,2010,0.9,,,26.00,91.00,,非严选
bj,长安CS95 2017款 2.0T 两驱智远版,长安CS95,,两驱智远版,2017,2.0,2.0T,2.0,10.94,11.67,到店服务,严选车
bj,三菱 翼神 2013款 时尚版 1.8L CVT舒适型,三菱,翼神,CVT舒适型,2013,5.8,1.8L,1.8,6.00,14.20,到店服务,非严选
bj,本田 思域 2016款 220TURBO CVT豪华版,本田,思域,,2017,2.5,,,12.00,15.20,到店服务,非严选
bj,荣威550 2012款 550 1.8L 自动超值版,荣威550,,自动超值版,2013,4.2,1.8L,1.8,4.00,15.20,到店服务,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi200豪华型,福特,蒙迪欧,GTDi200豪华型,2013,6.7,2.0L,2.0,10.00,24.20,,非严选
bj,起亚 智跑 2015款 2.0L 自动两驱版Premium,起亚,智跑,自动两驱版Premium,2015,6.0,2.0L,2.0,10.00,20.60,到店服务,非严选
bj,陆风X7 2015款 2.0T 全景尊贵版,陆风X7,,全景尊贵版,2016,2.4,2.0T,2.0,8.00,15.20,到店服务,非严选
bj,大众 速腾 2014款 1.6L 手动舒适型,大众,速腾,手动舒适型,2014,9.2,1.6L,1.6,6.90,15.10,到店服务,非严选
bj,起亚K3S 2014款 1.6L 自动GLS,起亚K3S,,自动GLS,2015,9.3,1.6L,1.6,6.50,13.50,到店服务,非严选
bj,丰田 威驰 2014款 1.3L 手动型尚版,丰田,威驰,手动型尚版,2015,3.6,1.3L,1.3,4.28,8.20,到店服务,非严选
bj,比亚迪S6 2012款 2.0L 手动尊贵型,比亚迪S6,,手动尊贵型,2012,14.9,2.0L,2.0,3.00,11.70,,非严选
bj,奥迪Q5 2016款 40 TFSI 进取型,奥迪Q5,,,2016,3.0,,,27.00,41.60,,非严选
bj,哈弗H2 2016款 红标 1.5T 自动两驱精英型,哈弗H2,,自动两驱精英型,2015,9.6,1.5T,1.5,5.98,12.70,到店服务,非严选
bj,别克 凯越 2015款 1.5L 自动经典型,别克,凯越,自动经典型,2016,1.9,1.5L,1.5,6.00,10.00,到店服务,非严选
bj,日产 阳光 2014款 1.5XE 手动舒适版,日产,阳光,,2015,4.4,,,4.70,8.70,到店服务,非严选
bj,起亚 索兰托 2012款 2.4L 汽油舒适版(进口),起亚,索兰托,汽油舒适版(进口),2011,8.6,2.4L,2.4,8.80,24.90,,非严选
bj,日产 骐达 2011款 1.6L CVT智能型,日产,骐达,CVT智能型,2012,2.1,1.6L,1.6,6.50,13.60,,非严选
bj,本田 思域 2009款 1.8L 自动经典版,本田,思域,自动经典版,2011,5.9,1.8L,1.8,5.50,15.00,到店服务,非严选
bj,标致3008 2013款 2.0L 自动潮流版,标致3008,,自动潮流版,2014,4.4,2.0L,2.0,8.00,20.30,到店服务,非严选
bj,大众 高尔夫 2014款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2014,4.0,1.4T,1.4,9.50,16.80,到店服务,非严选
bj,大众 桑塔纳 2015款 1.4L 手动舒适版,大众,桑塔纳,手动舒适版,2016,6.8,1.4L,1.4,5.00,10.70,到店服务,非严选
bj,哈弗H6 2012款 1.5T 手动两驱精英型,哈弗H6,,手动两驱精英型,2013,5.0,1.5T,1.5,5.20,12.10,到店服务,非严选
bj,大众 宝来 2016款 1.6L 手动时尚型,大众,宝来,手动时尚型,2017,3.5,1.6L,1.6,7.00,11.70,到店服务,非严选
bj,斯柯达 明锐 2013款 1.6L 自动逸俊版,斯柯达,明锐,自动逸俊版,2013,6.2,1.6L,1.6,6.15,16.20,到店服务,非严选
bj,大众 高尔夫 2012款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2013,10.5,1.4T,1.4,7.30,15.70,到店服务,非严选
bj,大众 帕萨特 2011款 2.0TSI DSG至尊版,大众,帕萨特,SI DSG至尊版,2012,8.5,2.0T,2.0,11.50,30.90,到店服务,非严选
bj,斯柯达 速派 2013款 1.4TSI DSG名仕版,斯柯达,速派,SI DSG名仕版,2014,5.6,1.4T,1.4,9.50,21.30,到店服务,非严选
bj,丰田 卡罗拉 2007款 1.6L 手动GL,丰田,卡罗拉,手动GL,2009,11.0,1.6L,1.6,3.50,13.90,,非严选
bj,奇瑞 瑞虎3 2015款 1.6L 手动智尚纪念版,奇瑞,瑞虎3,手动智尚纪念版,2016,2.9,1.6L,1.6,4.50,8.70,到店服务,非严选
bj,奔驰B级 2009款 B 200 动感型(进口),奔驰B级,,,2011,5.3,,,8.00,31.30,到店服务,非严选
bj,丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT精英版,丰田,卡罗拉,E-CVT精英版,2018,3.4,1.8L,1.8,13.50,15.90,,非严选
bj,别克 凯越 2015款 1.5L 自动经典型,别克,凯越,自动经典型,2016,8.0,1.5L,1.5,5.50,10.00,,非严选
bj,大众 速腾 2015款 230TSI 自动舒适型,大众,速腾,自动舒适型,2015,5.0,230TSI,230,11.00,17.50,到店服务,非严选
bj,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,哈弗H6,,手动两驱精英型,2014,4.2,1.5T,1.5,5.00,12.60,,非严选
bj,大众 帕萨特 2015款 1.8TSI DSG尊荣版,大众,帕萨特,SI DSG尊荣版,2015,9.0,1.8T,1.8,12.50,13.33,店内直卖,严选车
bj,DS 6 2016款 1.6T 尊享版THP160,DS,6,尊享版THP160,2014,3.5,1.6T,1.6,10.00,29.60,到店服务,非严选
bj,日产 天籁 2011款 2.5L XL荣耀版,日产,天籁,XL荣耀版,2012,13.4,2.5L,2.5,7.96,8.66,到店服务,严选车
bj,宝马X3 2013款 改款 xDrive20i 豪华型(进口),宝马X3,,,2014,6.8,,,23.00,56.80,到店服务,非严选
bj,MINI 2011款 1.6T COOPER S,MINI,,COOPER S,2012,6.5,1.6T,1.6,11.80,39.00,,非严选
bj,丰田 汉兰达 2015款 2.0T 四驱精英版 7座,丰田,汉兰达,四驱精英版 7座,2015,4.4,2.0T,2.0,23.20,28.10,到店服务,非严选
bj,菲亚特 菲翔 2012款 1.4T 自动畅享版,菲亚特,菲翔,自动畅享版,2012,12.3,1.4T,1.4,4.20,14.50,到店服务,非严选
bj,马自达CX-5 2013款 2.0L 自动两驱舒适型,马自达CX-5,,自动两驱舒适型,2014,8.5,2.0L,2.0,10.00,20.00,,非严选
bj,日产 楼兰 2017款 2.5L XL 两驱智尚版,日产,楼兰,XL 两驱智尚版,2017,6.0,2.5L,2.5,18.49,19.82,到店服务,严选车
bj,DS 6 2014款 1.6T 豪华版THP160,DS,6,豪华版THP160,2015,5.4,1.6T,1.6,10.50,25.00,,非严选
bj,福特 蒙迪欧 2013款 2.0L GTDi240旗舰型,福特,蒙迪欧,GTDi240旗舰型,2014,5.7,2.0L,2.0,12.50,28.90,到店服务,非严选
bj,现代 瑞纳 2014款 1.4L 自动领先型GLX,现代,瑞纳,自动领先型GLX,2014,4.2,1.4L,1.4,5.00,10.10,到店服务,非严选
bj,别克 君威 2014款 GS 2.0T 豪情运动版,别克,君威,豪情运动版,2014,5.1,2.0T,2.0,11.50,26.00,到店服务,非严选
bj,日产 劲客 2017款 1.5L CVT智行版,日产,劲客,CVT智行版,2019,0.1,1.5L,1.5,12.00,14.10,到店服务,非严选
bj,吉利 帝豪 2014款 三厢 1.5L 手动精英型,吉利,帝豪,手动精英型,2014,2.7,1.5L,1.5,4.00,8.30,到店服务,非严选
bj,传祺GA3 2013款 1.6L 手动精英版,传祺GA3,,手动精英版,2014,6.6,1.6L,1.6,3.00,8.20,到店服务,非严选
bj,江淮iEV 2015款 iEV4 豪华型,江淮iEV,,,2015,5.7,,,2.60,16.60,,非严选
bj,日产 轩逸 2012款 1.6XL CVT豪华版,日产,轩逸,,2014,4.5,,,7.00,14.70,到店服务,非严选
bj,大众 捷达 2015款 质惠版 1.6L 自动舒适型,大众,捷达,自动舒适型,2016,5.5,1.6L,1.6,6.50,11.50,到店服务,非严选
bj,哈弗H6 2014款 运动版 1.5T 手动两驱精英型,哈弗H6,,手动两驱精英型,2014,5.2,1.5T,1.5,6.00,14.00,到店服务,非严选
bj,福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,福特,蒙迪欧-致胜,GTDi200时尚型,2011,14.0,2.0L,2.0,6.00,21.70,到店服务,非严选
bj,本田CR-V 2015款 2.4L 两驱豪华版,本田CR-V,,两驱豪华版,2016,5.9,2.4L,2.4,16.30,24.90,到店服务,非严选
bj,大众 高尔夫 2012款 1.4TSI 自动舒适型,大众,高尔夫,SI 自动舒适型,2013,10.5,1.4T,1.4,7.30,15.70,到店服务,非严选
bj,福特 嘉年华 2011款 两厢 1.5L 自动时尚型,福特,嘉年华,自动时尚型,2011,5.0,1.5L,1.5,3.50,10.60,到店服务,非严选
bj,本田CR-V 2013款 2.0L 两驱经典版,本田CR-V,,两驱经典版,2014,5.4,2.0L,2.0,13.50,22.60,,非严选
bj,本田 奥德赛 2015款 2.4L 至尊版,本田,奥德赛,至尊版,2015,5.3,2.4L,2.4,20.30,32.50,到店服务,非严选
bj,雪铁龙C3-XR 2015款 1.6L 自动先锋型,雪铁龙C3-XR,,自动先锋型,2016,3.8,1.6L,1.6,7.00,13.90,,非严选
bj,大众CC 2012款 2.0TSI 豪华型,大众CC,,SI 豪华型,2013,7.7,2.0T,2.0,14.58,30.50,到店服务,非严选
bj,比亚迪 速锐 2013款 1.5L 手动尊贵型,比亚迪,速锐,手动尊贵型,2013,7.4,1.5L,1.5,3.20,8.20,,非严选
bj,大众POLO 2016款 1.4L 手动风尚型,大众POLO,,手动风尚型,2016,3.9,1.4L,1.4,5.00,8.20,到店服务,非严选
bj,日产 轩逸 2012款 经典 1.6XE 自动舒适版,日产,轩逸,,2016,5.5,,,6.80,11.90,到店服务,非严选
bj,奔驰C级 2015款 改款 C 200 L 运动型,奔驰C级,,,2015,4.7,,,26.00,38.40,到店服务,非严选
bj,标致308 2012款 1.6L 手动优尚型,标致308,,手动优尚型,2012,5.2,1.6L,1.6,3.50,11.30,到店服务,非严选
bj,宝骏510 2017款 1.5L 手动时尚型,宝骏510,,手动时尚型,2017,1.6,1.5L,1.5,5.00,6.80,到店服务,非严选
bj,本田 飞度 2011款 1.3L 手动舒适版,本田,飞度,手动舒适版,2013,9.8,1.3L,1.3,4.00,8.70,到店服务,非严选
bj,别克GL8 2014款 2.4L 经典版,别克GL8,,经典版,2015,8.9,2.4L,2.4,13.00,22.70,到店服务,非严选
bj,哈弗H6 2015款 升级版 1.5T 手动两驱精英型,哈弗H6,,手动两驱精英型,2015,7.4,1.5T,1.5,5.40,11.90,到店服务,非严选
bj,丰田 卡罗拉 2013款 特装版 1.6L 自动炫酷型GL,丰田,卡罗拉,自动炫酷型GL,2013,9.3,1.6L,1.6,7.30,14.80,到店服务,非严选
bj,大众POLO 2011款 1.6L 自动致尚版,大众POLO,,自动致尚版,2012,6.1,1.6L,1.6,4.90,12.10,到店服务,非严选
bj,海马骑士 2012款 2.0L 手动都市精英型,海马骑士,,手动都市精英型,2012,8.8,2.0L,2.0,3.70,12.40,到店服务,非严选
bj,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,大众,朗逸,手动风尚版,2014,6.2,1.6L,1.6,5.84,12.30,到店服务,非严选
bj,吉利 博越 2016款 1.8TD 自动智尊型,吉利,博越,D 自动智尊型,2017,5.0,1.8T,1.8,8.54,9.11,店内直卖,严选车
bj,日产 天籁 2011款 2.5L XL领先版,日产,天籁,XL领先版,2012,9.0,2.5L,2.5,8.50,24.40,到店服务,非严选
bj,马自达3 2012款 1.6L 自动经典特惠型,马自达3,,自动经典特惠型,2011,10.2,1.6L,1.6,4.00,11.60,到店服务,非严选
bj,MG5 2015款 1.5L 自动inkaNet豪华版,MG5,,自动inkaNet豪华版,2015,4.3,1.5L,1.5,4.80,13.40,到店服务,非严选
bj,大众CC 2011款 1.8TSI 尊贵型,大众CC,,SI 尊贵型,2011,6.4,1.8T,1.8,11.50,27.50,,非严选
bj,英菲尼迪QX50 2013款 2.5L 四驱优雅版(进口),英菲尼迪QX50,,四驱优雅版(进口),2014,2.8,2.5L,2.5,20.00,50.90,到店服务,非严选
bj,奔驰A级(进口) 2011款 A 160(进口),奔驰A级(进口),,,2012,8.1,,,7.00,25.80,,非严选
