city,title,brand,brand_series,version,year,distance,disaplacement,price,guiding_price,service,is_strict
sh,大众 速腾 2015款 1.6L 自动舒适型,大众,速腾,自动舒适型,2015,2.2,1.6L,9.70,16.40,到店服务,非严选
sh,现代 瑞纳 2014款 1.4L 手动智能型GLS,现代,瑞纳,手动智能型GLS,2014,4.0,1.4L,3.95,8.60,到店服务,非严选
sh,丰田 威驰 2017款 1.5L CVT创行版,丰田,威驰,CVT创行版,2016,5.0,1.5L,6.40,9.50,到店服务,严选车
sh,斯柯达 昊锐 2012款 1.8TSI 自动优雅版,斯柯达,昊锐,SI 自动优雅版,2012,7.3,1.8T,8.00,22.60,到店服务,非严选
sh,现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,现代,瑞纳,自动时尚型GT,2012,9.8,1.4L,3.70,9.90,到店服务,非严选
sh,起亚 智跑 2012款 2.0L 自动两驱版GLS,起亚,智跑,自动两驱版GLS,2013,7.0,2.0L,7.48,7.88,到店服务,严选车
sh,大众 宝来 2016款 1.6L 手动时尚型,大众,宝来,手动时尚型,2016,2.2,1.6L,6.71,11.70,到店服务,严选车
sh,荣威550 2012款 550S 1.8L 自动启臻版,荣威550,,自动启臻版,2012,5.4,1.8L,3.89,16.30,到店服务,严选车
sh,宝马1系 2013款 改款 118i 运动型(进口),宝马1系,,,2015,4.8,,14.63,33.80,到店服务,严选车
sh,本田 艾力绅 2016款 2.4L 至尊版,本田,艾力绅,至尊版,2018,0.9,2.4L,25.78,26.09,到店服务,严选车
sh,大众 途观 2010款 2.0TSI 自动四驱旗舰导航版,大众,途观,SI 自动四驱旗舰导航版,2011,5.4,2.0T,10.00,10.37,到店服务,严选车
sh,吉利 远景X1 2017款 1.3L 自动玩家版,吉利,远景X1,自动玩家版,2017,1.0,1.3L,4.09,6.30,到店服务,严选车
sh,本田 锋范 2015款 1.5L CVT豪华版,本田,锋范,CVT豪华版,2016,10.5,1.5L,6.28,6.58,到店服务,严选车
sh,斯柯达 晶锐 2011款 1.6L 自动晶灵版,斯柯达,晶锐,自动晶灵版,2011,8.4,1.6L,3.90,11.40,到店服务,非严选
sh,福特 蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,福特,蒙迪欧-致胜,GTDi200豪华型,2011,9.5,2.0L,6.17,23.60,到店服务,严选车
sh,众泰 大迈X7 2017款 1.5T 手动精英型,众泰,大迈X7,手动精英型,2018,1.4,1.5T,6.91,7.04,到店服务,严选车
sh,大众 途观 2013款 2.0TSI 自动四驱旗舰版,大众,途观,SI 自动四驱旗舰版,2013,11.8,2.0T,12.29,12.72,到店服务,严选车
sh,奔驰C级 2011款 C 200 CGI 优雅型,奔驰C级,,,2012,11.0,,11.82,12.24,到店服务,严选车
sh,现代 朗动 2016款 1.6L 手动尊贵型,现代,朗动,手动尊贵型,2017,2.4,1.6L,6.70,12.60,到店服务,严选车
sh,标致3008 2016款 1.6THP 自动至尚版,标致3008,,HP 自动至尚版,2016,5.1,1.6T,9.71,10.05,到店服务,严选车
sh,马自达 阿特兹 2017款 2.0L 蓝天时尚版,马自达,阿特兹,蓝天时尚版,2017,3.1,2.0L,12.70,19.10,到店服务,严选车
sh,大众 高尔夫 2016款 230TSI 手动舒适型,大众,高尔夫,手动舒适型,2015,4.9,230TSI,7.99,8.15,到店服务,严选车
sh,丰田 卡罗拉 2017款 改款 1.2T S-CVT GL-i,丰田,卡罗拉,S-CVT GL-i,2018,1.3,1.2T,10.38,13.90,到店服务,严选车
sh,英菲尼迪Q50L 2016款 2.0T 悦享版,英菲尼迪Q50L,,悦享版,2016,5.0,2.0T,17.92,18.54,到店服务,严选车
sh,福特 蒙迪欧 2018款 EcoBoost 200 豪华型,福特,蒙迪欧,,2018,0.2,,17.47,18.07,到店服务,严选车
